Id;Date;Country;Description First;Quantity First;Price First;Total Price First;Description Second;Quantity Second;Price Second;Total Price Second
15298;2010-08-12 11:50:00;United Kingdom;BABUSHKA LIGHTS STRING OF 10;10;6.75;67.5;STRAWBERRY FAIRY CAKE TEAPOT;8.0;4.95;39.6
14224;2010-08-12 12:20:00;United Kingdom;SET OF 4 NAPKIN CHARMS CUTLERY;32;2.1;67.2;COFFEE MUG CAT + BIRD DESIGN;6.0;2.55;15.299999999999999
15581;2010-08-12 12:21:00;United Kingdom;JUMBO BAG STRAWBERRY;11;1.95;21.45;JUMBO BAG RED RETROSPOT;8.0;1.95;15.6
17377;2010-08-12 12:25:00;United Kingdom;VINTAGE UNION JACK BUNTING;4;8.5;34.0;TEA TIME TEA TOWELS ;10.0;2.95;29.5
15719;2010-08-12 12:33:00;United Kingdom;WHITE HANGING HEART T-LIGHT HOLDER;8;2.95;23.6;ASSORTED COLOUR BIRD ORNAMENT;8.0;1.69;13.52
12748;2010-08-12 12:33:00;United Kingdom;YELLOW DRAGONFLY HELICOPTER;2;7.95;15.9;;;;
17046;2010-08-12 12:37:00;United Kingdom;WHITE DOVE HONEYCOMB PAPER GARLAND;36;1.65;59.4;CARDHOLDER HOLLY WREATH METAL;8.0;3.75;30.0
17046;2010-08-12 12:39:00;United Kingdom;PACK OF 12 LONDON TISSUES ;48;0.29;13.919999999999998;;;;
17866;2010-08-12 12:43:00;United Kingdom;ECONOMY PASSPORT COVER ;100;2.1;210.0;PINK HEART SHAPE EGG FRYING PAN;72.0;1.25;90.0
13901;2010-08-12 12:47:00;United Kingdom;BLUE CIRCLES DESIGN MONKEY DOLL;48;0.85;40.8;STRIPES DESIGN MONKEY DOLL;48.0;0.85;40.8
13901;2010-08-12 12:50:00;United Kingdom;BAG 500g SWIRLY MARBLES;12;1.65;19.799999999999997;;;;
13150;2010-08-12 12:58:00;United Kingdom;COLOUR GLASS. STAR T-LIGHT HOLDER;48;2.75;132.0;GLASS CAKE COVER AND PLATE;6.0;14.95;89.69999999999999
13150;2010-08-12 12:59:00;United Kingdom;PICNIC BASKET WICKER LARGE;2;9.95;19.9;PICNIC BASKET WICKER SMALL;4.0;4.25;17.0
14692;2010-08-12 13:02:00;United Kingdom;HEART IVORY TRELLIS LARGE;12;1.65;19.799999999999997;HEART IVORY TRELLIS LARGE;12.0;1.65;19.799999999999997
17623;2010-08-12 13:11:00;United Kingdom;RED KITCHEN SCALES;4;8.5;34.0;BLACK KITCHEN SCALES;4.0;8.5;34.0
13069;2010-08-12 13:14:00;United Kingdom;HOME BUILDING BLOCK WORD;18;5.45;98.10000000000001;BOYS ALPHABET IRON ON PATCHES;288.0;0.21;60.48
12835;2010-08-12 13:23:00;United Kingdom;DOORMAT FAIRY CAKE;3;7.49;22.47;DOORMAT 3 SMILEY CATS;1.0;7.49;7.49
12835;2010-08-12 13:24:00;United Kingdom;DOORMAT NEW ENGLAND;3;7.49;22.47;LARGE CAKE STAND  HANGING STRAWBERY;1.0;9.95;9.95
15129;2010-08-12 13:36:00;United Kingdom;BAG 250g SWIRLY MARBLES;72;0.72;51.839999999999996;BAG 125g SWIRLY MARBLES;96.0;0.36;34.56
14156;2010-08-12 13:38:00;EIRE;REGENCY CAKESTAND 3 TIER;16;10.95;175.2;PAPER CHAIN KIT RETRO SPOT;40.0;2.55;102.0
14344;2010-08-12 13:46:00;United Kingdom;WHITE HANGING HEART T-LIGHT HOLDER;12;2.95;35.400000000000006;WHITE WIRE EGG HOLDER;3.0;5.95;17.85
12841;2010-08-12 13:50:00;United Kingdom;VINTAGE CREAM 3 BASKET CAKE STAND;2;9.95;19.9;PAPER CHAIN KIT RETRO SPOT;6.0;2.95;17.700000000000003
12471;2010-08-12 13:53:00;Germany;CERAMIC CHERRY CAKE MONEY BANK;-1;1.45;-1.45;PLASTERS IN TIN CIRCUS PARADE ;-1.0;1.65;-1.65
15061;2010-08-12 14:11:00;United Kingdom;ASSORTED COLOUR BIRD ORNAMENT;248;1.45;359.59999999999997;DOORMAT RED SPOT;50.0;6.35;317.5
17243;2010-08-12 14:13:00;United Kingdom;WOOD S/3 CABINET ANT WHITE FINISH;4;7.95;31.8;WALL MIRROR - DIAMANTE OVAL SHAPE;3.0;9.95;29.849999999999998
14461;2010-08-12 14:15:00;United Kingdom;VICTORIAN  METAL POSTCARD SPRING;16;1.69;27.04;ADVENT CALENDAR GINGHAM SACK;4.0;5.95;23.8
17243;2010-08-12 14:16:00;United Kingdom;WALL MIRROR - DIAMANTE OVAL SHAPE;-1;9.95;-9.95;REGENCY CAKESTAND 3 TIER;-1.0;12.75;-12.75
17757;2010-08-12 14:32:00;United Kingdom;BAKING SET 9 PIECE RETROSPOT ;3;4.95;14.850000000000001;RETRO SPOT TEA SET CERAMIC 11 PC ;3.0;4.95;14.850000000000001
15984;2010-08-12 14:35:00;United Kingdom;RED SPOTS  WRAP ;50;0.42;21.0;WELCOME  WOODEN BLOCK LETTERS;2.0;9.95;19.9
12748;2010-08-12 14:39:00;United Kingdom;CREAM SWEETHEART MAGAZINE RACK;1;16.95;16.95;ASS FLORAL PRINT SPIRIT LEVEL ;1.0;1.95;1.95
12748;2010-08-12 14:48:00;United Kingdom;Manual;1;150.0;150.0;;;;
12937;2010-08-12 14:53:00;United Kingdom;MINI WOODEN HAPPY BIRTHDAY GARLAND;24;1.69;40.56;WOODEN HAPPY BIRTHDAY GARLAND;12.0;2.95;35.400000000000006
15365;2010-08-12 14:57:00;United Kingdom;SET 7 BABUSHKA NESTING BOXES;4;8.5;34.0;RETRO SPOT  CIGAR BOX MATCHES ;24.0;1.25;30.0
15365;2010-08-12 14:58:00;United Kingdom;GROW YOUR OWN PLANT IN A CAN ;24;1.25;30.0;PIGGY BANK RETROSPOT ;6.0;2.55;15.299999999999999
15365;2010-08-12 15:00:00;United Kingdom;CHILDS BREAKFAST SET SPACEBOY ;2;9.95;19.9;CHILDS BREAKFAST SET DOLLY GIRL ;2.0;9.95;19.9
15874;2010-08-12 15:01:00;United Kingdom;VINTAGE WOODEN BAR STOOL;1;29.95;29.95;PICTURE FRAME WOOD TRIPLE PORTRAIT;4.0;6.75;27.0
15874;2010-08-12 15:03:00;United Kingdom;PICNIC BASKET WICKER SMALL;4;4.25;17.0;;;;
15296;2010-08-12 15:06:00;United Kingdom;RED RETROSPOT CAKE STAND;24;9.95;238.79999999999998;CERAMIC STRAWBERRY CAKE MONEY BANK;72.0;1.25;90.0
15296;2010-08-12 15:08:00;United Kingdom;DOLLY GIRL LUNCH BOX;12;1.95;23.4;LUNCH BOX I LOVE LONDON;12.0;1.95;23.4
15296;2010-08-12 15:11:00;United Kingdom;PLASTERS IN TIN SPACEBOY;-12;1.65;-19.799999999999997;;;;
14844;2010-08-12 15:17:00;United Kingdom;BLUE FLYING SINGING CANARY;-2;3.75;-7.5;;;;
17389;2010-08-12 15:18:00;United Kingdom;3 HOOK PHOTO SHELF ANTIQUE WHITE;-1;7.65;-7.65;;;;
16221;2010-08-12 15:20:00;United Kingdom;RED SPOTTY CHILDS UMBRELLA;-1;3.25;-3.25;PINK SPOTTY CHILDS UMBRELLA;-1.0;3.25;-3.25
14370;2010-08-12 15:22:00;United Kingdom;3 HOOK PHOTO SHELF ANTIQUE WHITE;-2;8.5;-17.0;PICTURE FRAME WOOD TRIPLE PORTRAIT;-4.0;6.75;-27.0
13078;2010-08-12 15:32:00;United Kingdom;ASSORTED COLOUR BIRD ORNAMENT;160;1.45;232.0;PACK OF 6 BIRDY GIFT TAGS;144.0;1.06;152.64000000000001
13078;2010-08-12 15:33:00;United Kingdom;SCOTTIE DOG HOT WATER BOTTLE;24;4.25;102.0;;;;
14625;2010-08-12 15:37:00;United Kingdom;FAIRY CAKE BIRTHDAY CANDLE SET;-2;3.75;-7.5;;;;
15078;2010-08-12 15:38:00;United Kingdom;JUMBO STORAGE BAG SUKI;20;1.95;39.0;JUMBO BAG PINK WITH WHITE SPOTS;20.0;1.95;39.0
13324;2010-08-12 15:38:00;United Kingdom;TEA TIME CAKE STAND IN GIFT BOX;-1;9.95;-9.95;;;;
13059;2010-08-12 15:40:00;United Kingdom;SET/3 OCEAN SCENT CANDLE JEWEL BOX;-2;4.25;-8.5;REGENCY CAKESTAND 3 TIER;-1.0;12.75;-12.75
18226;2010-08-12 15:46:00;United Kingdom;LUNCH BAG SUKI  DESIGN ;-1;1.65;-1.65;RED RETROSPOT PICNIC BAG;-1.0;2.95;-2.95
14548;2010-08-12 15:48:00;United Kingdom;WHITE HANGING HEART T-LIGHT HOLDER;128;2.55;326.4;;;;
13659;2010-08-12 15:48:00;United Kingdom;BLACK NEW BAROQUE FLOCK BOX;-2;5.95;-11.9;ENAMEL BREAD BIN CREAM;-3.0;12.75;-38.25
17696;2010-08-12 15:51:00;United Kingdom;GUMBALL MONOCHROME COAT RACK;-7;1.06;-7.42;;;;
16199;2010-08-12 15:52:00;United Kingdom;COLOUR GLASS. STAR T-LIGHT HOLDER;24;2.75;66.0;;;;
17156;2010-08-12 15:53:00;United Kingdom;SILVER HANGING T-LIGHT HOLDER;-3;1.65;-4.949999999999999;BAKING SET 9 PIECE RETROSPOT ;-3.0;4.95;-14.850000000000001
17402;2010-08-12 15:54:00;United Kingdom;SET OF 6 SOLDIER SKITTLES;80;3.39;271.2;;;;
16525;2010-08-12 16:05:00;United Kingdom;S/2 ZINC HEART DESIGN PLANTERS;-1;9.95;-9.95;;;;
13615;2010-08-12 16:07:00;United Kingdom;BAKING SET SPACEBOY DESIGN;-1;4.95;-4.95;BAKING SET 9 PIECE RETROSPOT ;-2.0;4.95;-9.9
15581;2010-08-12 16:19:00;United Kingdom;JUMBO BAG RED RETROSPOT;4;1.65;6.6;;;;
15581;2010-08-12 16:27:00;United Kingdom;SMALL PURPLE BABUSHKA NOTEBOOK ;24;0.85;20.4;TEATIME PUSH DOWN RUBBER;24.0;0.42;10.08
15141;2010-08-12 16:31:00;United Kingdom;ASSORTED TUTTI FRUTTI PEN;-9;0.85;-7.6499999999999995;;;;
14630;2010-08-12 16:38:00;United Kingdom;FAIRY CAKE FLANNEL ASSORTED COLOUR;9;2.55;22.95;SMALL RED RETROSPOT MUG IN BOX ;6.0;3.75;22.5
17059;2010-08-12 16:38:00;United Kingdom;SET 4 NURSERY DES ROUND BOXES;-6;2.95;-17.700000000000003;;;;
18227;2010-08-12 16:45:00;United Kingdom;VINTAGE RED KITCHEN CABINET;1;295.0;295.0;;;;
13214;2010-08-12 17:01:00;United Kingdom;PACK 20 ENGLISH ROSE PAPER NAPKINS;24;0.85;20.4;JUMBO  BAG BAROQUE BLACK WHITE;10.0;1.95;19.5
17550;2010-08-12 17:02:00;United Kingdom;RESIN NECKLACE W PASTEL BEADS;4;7.5;30.0;PURPLE CHUNKY GLASS+BEAD NECKLACE;2.0;11.95;23.9
15786;2010-08-12 17:17:00;United Kingdom;PORCELAIN ROSE LARGE ;-6;1.25;-7.5;PACK OF 12 SPACEBOY TISSUES;-48.0;0.29;-13.919999999999998
12959;2010-08-12 17:20:00;United Kingdom;MULTI COLOUR SILVER T-LIGHT HOLDER;48;0.85;40.8;HANGING JAM JAR T-LIGHT HOLDER;36.0;0.85;30.599999999999998
16103;2010-08-12 17:43:00;United Kingdom;LARGE CHUNKY GLASS ROMAN BOWL;-3;1.95;-5.85;CITRONELLA CANDLE FLOWERPOT;-4.0;2.1;-8.4
16549;2010-08-12 17:44:00;United Kingdom;BAKING SET 9 PIECE RETROSPOT ;-1;4.95;-4.95;;;;
14040;2010-08-12 17:45:00;United Kingdom;CORONA MEXICAN TRAY;-1;3.75;-3.75;BLUE 3 PIECE MINI DOTS CUTLERY SET;-2.0;3.75;-7.5
14194;2010-08-12 17:47:00;United Kingdom;RED RETROSPOT BUTTER DISH;-1;4.95;-4.95;;;;
15521;2010-08-12 17:48:00;United Kingdom;DOLLY GIRL LUNCH BOX;-2;1.95;-3.9;;;;
17949;2010-08-12 17:49:00;United Kingdom;SET OF 6 DOTS CHOPSTICKS;-180;1.06;-190.8;;;;
13319;2010-08-12 17:50:00;United Kingdom;REGENCY CAKESTAND 3 TIER;-1;12.75;-12.75;;;;
13319;2010-08-12 17:52:00;United Kingdom;ANTIQUE LILY FAIRY LIGHTS;2;4.95;9.9;GLASS JAR DIGESTIVE BISCUITS;-2.0;2.95;-5.9
18168;2010-08-12 18:11:00;United Kingdom;BLACK HEART CARD HOLDER;8;3.95;31.6;CREAM HEART CARD HOLDER;8.0;3.95;31.6
15838;2010-08-12 18:43:00;United Kingdom;CAMOUFLAGE LED TORCH;-118;1.49;-175.82;;;;
18053;2010-08-12 18:49:00;United Kingdom;CHILDS BREAKFAST SET CIRCUS PARADE;-3;8.5;-25.5;;;;
12542;2010-08-12 19:12:00;Spain;SMALLFOLKART BAUBLE CHRISTMAS DEC;48;0.42;20.16;SMALL FOLKART STAR CHRISTMAS DEC;48.0;0.42;20.16
16549;2010-08-12 19:18:00;United Kingdom;WHITE HANGING HEART T-LIGHT HOLDER;7;2.95;20.650000000000002;RED BABY BUNTING ;5.0;2.95;14.75
13230;2010-08-12 19:20:00;United Kingdom;REGENCY CAKESTAND 3 TIER;2;12.75;25.5;CHILDS BREAKFAST SET CIRCUS PARADE;2.0;8.5;17.0
14702;2010-08-12 19:21:00;United Kingdom;WHITE SPOT RED CERAMIC DRAWER KNOB;18;1.25;22.5;VINTAGE UNION JACK BUNTING;2.0;8.5;17.0
13969;2010-08-12 19:32:00;United Kingdom;PINK MONTE CARLO HANDBAG;12;1.95;23.4;CORONA MEXICAN TRAY;6.0;3.75;22.5
13291;2010-08-12 19:37:00;United Kingdom;WOOD S/3 CABINET ANT WHITE FINISH;4;7.95;31.8;FOUR HOOK  WHITE LOVEBIRDS;13.0;2.1;27.3
17323;2010-08-12 19:41:00;United Kingdom;CAMOUFLAGE LED TORCH;11;1.69;18.59;SET3 BOOK BOX GREEN GINGHAM FLOWER ;2.0;4.25;8.5
16592;2010-08-13 08:53:00;United Kingdom;SMALL POPCORN HOLDER;24;0.85;20.4;DECORATION HEN ON NEST- HANGING;12.0;1.65;19.799999999999997
16592;2010-08-13 08:54:00;United Kingdom;SET/3 RED GINGHAM ROSE STORAGE BOX;4;3.75;15.0;OPEN CLOSED METAL SIGN;2.0;4.95;9.9
13037;2010-08-13 08:57:00;United Kingdom;JUMBO BAG SCANDINAVIAN PAISLEY;20;1.95;39.0;METAL SIGN NEIGHBOURHOOD WITCH ;12.0;2.1;25.200000000000003
16558;2010-08-13 09:07:00;United Kingdom;STRAWBERRY FAIRY CAKE TEAPOT;8;4.95;39.6;PINK 3 TIER GLASS PLATE STAND;8.0;3.95;31.6
14239;2010-08-13 09:44:00;United Kingdom;JUMBO BAG RED RETROSPOT;10;1.95;19.5;JUMBO STORAGE BAG SUKI;10.0;1.95;19.5
17512;2010-08-13 10:10:00;United Kingdom;COLOUR GLASS T-LIGHT HOLDER HANGING;144;0.55;79.2;WHITE HANGING HEART T-LIGHT HOLDER;12.0;2.95;35.400000000000006
15203;2010-08-13 10:15:00;United Kingdom;SPACEBOY LUNCH BOX ;12;1.95;23.4;LUNCH BOX I LOVE LONDON;12.0;1.95;23.4
13534;2010-08-13 10:37:00;United Kingdom;TEA TIME TEA SET IN GIFT BOX;6;6.95;41.7;JUMBO BAG TOYS ;10.0;1.95;19.5
17615;2010-08-13 11:07:00;United Kingdom;ANTIQUE SILVER TEA GLASS ETCHED;-6;1.25;-7.5;;;;
15222;2010-08-13 11:10:00;United Kingdom;RECIPE BOX RETRO SPOT DESIGN;-5;2.95;-14.75;;;;
16156;2010-08-13 11:13:00;United Kingdom;PACK OF 12 SPACEBOY TISSUES;-48;0.29;-13.919999999999998;WOODEN SCHOOL COLOURING SET;-12.0;1.65;-19.799999999999997
15596;2010-08-13 11:14:00;United Kingdom;RECIPE BOX RETRO SPOT DESIGN;-6;2.95;-17.700000000000003;;;;
17091;2010-08-13 11:16:00;United Kingdom;JUMBO BAG CHARLIE AND LOLA TOYS;20;2.95;59.0;GROW YOUR OWN PLANT IN A CAN ;24.0;1.25;30.0
14000;2010-08-13 11:17:00;United Kingdom;UNION STRIPE WITH FRINGE  HAMMOCK;-20;6.95;-139.0;;;;
14025;2010-08-13 11:23:00;United Kingdom;ENAMEL WASH BOWL CREAM;-8;3.75;-30.0;;;;
17428;2010-08-13 11:25:00;United Kingdom;BLACK CHERRY LIGHTS;-2;5.45;-10.9;LIGHT PINK CHERRY LIGHTS;-24.0;5.45;-130.8
13650;2010-08-13 11:27:00;United Kingdom;CLASSIC FRENCH STYLE BASKET NATURAL;-7;6.75;-47.25;;;;
13511;2010-08-13 11:29:00;United Kingdom;WHITE CHERRY LIGHTS;-7;5.45;-38.15;;;;
12960;2010-08-13 11:33:00;United Kingdom;STAR PORTABLE TABLE LIGHT ;24;2.95;70.80000000000001;ASSTD DESIGN BUBBLE GUM RING;240.0;0.21;50.4
16168;2010-08-13 11:45:00;United Kingdom;WOOLLY HAT SOCK GLOVE ADVENT STRING;36;2.95;106.2;ANTIQUE LILY FAIRY LIGHTS;8.0;4.95;39.6
17949;2010-08-13 11:51:00;United Kingdom;SMALL POPCORN HOLDER;408;0.72;293.76;;;;
17639;2010-08-13 11:59:00;United Kingdom;BLUE STRIPE CERAMIC DRAWER KNOB;18;1.25;22.5;RED STRIPE CERAMIC DRAWER KNOB;18.0;1.25;22.5
17639;2010-08-13 12:04:00;United Kingdom;POLYESTER FILLER PAD 40x40cm;5;1.45;7.25;BLUE/CREAM STRIPE CUSHION COVER ;3.0;1.25;3.75
14550;2010-08-13 12:05:00;United Kingdom;JARDIN ETCHED GLASS LARGE BELL JAR;2;12.75;25.5;LIPSTICK PEN RED;50.0;0.42;21.0
17913;2010-08-13 12:11:00;United Kingdom;SILVER PLATE CANDLE BOWL LARGE;12;3.75;45.0;HEART FILIGREE DOVE LARGE;12.0;1.65;19.799999999999997
15255;2010-08-13 12:23:00;United Kingdom;WHITE HANGING HEART T-LIGHT HOLDER;12;2.95;35.400000000000006;3 HEARTS HANGING DECORATION RUSTIC;8.0;2.95;23.6
17949;2010-08-13 12:23:00;United Kingdom;PINK REGENCY TEACUP AND SAUCER;312;2.4;748.8;ROSES REGENCY TEACUP AND SAUCER ;312.0;2.4;748.8
14872;2010-08-13 12:34:00;United Kingdom;VICTORIAN SEWING BOX SMALL ;24;4.95;118.80000000000001;LUNCH BAG  BLACK SKULL.;20.0;1.65;33.0
12633;2010-08-13 12:36:00;Germany;RED RETROSPOT TRADITIONAL TEAPOT ;-1;7.95;-7.95;RED SPOTTY SHOPPER BAG;-10.0;1.25;-12.5
16656;2010-08-13 12:39:00;United Kingdom;VINTAGE SNAP CARDS;-2;0.72;-1.44;CITRONELLA CANDLE FLOWERPOT;-9.0;1.85;-16.650000000000002
16190;2010-08-13 12:56:00;United Kingdom;ASSORTED TUTTI FRUTTI SMALL PURSE;24;1.25;30.0;PINK POLKADOT KIDS BAG;12.0;1.95;23.4
17865;2010-08-13 12:59:00;United Kingdom;EDWARDIAN PARASOL NATURAL;72;4.95;356.40000000000003;WOODEN FRAME ANTIQUE WHITE ;36.0;2.55;91.8
12676;2010-08-13 13:29:00;Sweden;POSTAGE;2;35.0;70.0;PAPER BUNTING RETRO SPOTS;12.0;2.95;35.400000000000006
12676;2010-08-13 13:31:00;Sweden;PINK BABY BUNTING;10;2.95;29.5;PLASTERS IN TIN SPACEBOY;12.0;1.65;19.799999999999997
12676;2010-08-13 13:34:00;Sweden;POSTAGE;-2;35.0;-70.0;;;;
12676;2010-08-13 13:35:00;Sweden;POSTAGE;1;40.0;40.0;;;;
17515;2010-08-13 13:38:00;United Kingdom;CREAM SWEETHEART MINI CHEST;2;12.75;25.5;ENAMEL BLUE RIM OVAL TRAY SET/2;2.0;8.49;16.98
12484;2010-08-13 13:45:00;Spain;TEA TIME TABLE CLOTH;4;10.65;42.6;CONGRATULATIONS BUNTING;6.0;5.45;32.7
14031;2010-08-13 14:09:00;United Kingdom;ROUND SNACK BOXES SET OF 4 FRUITS ;48;2.55;122.39999999999999;LUNCH BOX I LOVE LONDON;64.0;1.65;105.6
18225;2010-08-13 14:20:00;United Kingdom;RED TEA TOWEL CLASSIC DESIGN;12;1.25;15.0;SCOTTIE DOG HOT WATER BOTTLE;3.0;4.95;14.850000000000001
17146;2010-08-13 14:31:00;United Kingdom;VINTAGE UNION JACK BUNTING;12;8.5;102.0;3 HOOK PHOTO SHELF ANTIQUE WHITE;6.0;8.5;51.0
14153;2010-08-13 14:35:00;United Kingdom;SET OF 72 SKULL PAPER  DOILIES;12;1.45;17.4;SET OF 72 PINK HEART PAPER DOILIES;12.0;1.45;17.4
17589;2010-08-13 14:40:00;United Kingdom;SMALL HAMMERED SILVER CANDLEPOT ;42;2.95;123.9;AGED GLASS SILVER T-LIGHT HOLDER;144.0;0.55;79.2
17589;2010-08-13 14:42:00;United Kingdom;PINK  SPOTTY CUP;8;0.85;6.8;;;;
17238;2010-08-13 14:43:00;United Kingdom;PINK 3 PIECE MINI DOTS CUTLERY SET;4;3.75;15.0;COTE D'AZURE NECKLACE;3.0;4.95;14.850000000000001
16600;2010-08-13 14:47:00;United Kingdom;FOLK FELT HANGING MULTICOL GARLAND;24;0.85;20.4;ETCHED GLASS DROPLET DECORATION;48.0;0.38;18.240000000000002
13561;2010-08-13 14:50:00;United Kingdom;WICKER STAR ;10;2.1;21.0;WHITE JEWELLED HEART DECORATION;24.0;0.85;20.4
13316;2010-08-13 15:07:00;United Kingdom;GIRLS ALPHABET IRON ON PATCHES ;1440;0.17;244.8;BOYS ALPHABET IRON ON PATCHES;1440.0;0.17;244.8
15938;2010-08-13 15:27:00;United Kingdom;WHITE HANGING HEART T-LIGHT HOLDER;12;2.95;35.400000000000006;ZINC METAL HEART DECORATION;12.0;1.25;15.0
14693;2010-08-13 16:17:00;United Kingdom;REGENCY CAKESTAND 3 TIER;3;12.75;38.25;VINTAGE CREAM 3 BASKET CAKE STAND;3.0;9.95;29.849999999999998
14525;2010-08-13 16:58:00;United Kingdom;WHITE HANGING HEART T-LIGHT HOLDER;64;2.55;163.2;ANGEL DECORATION 3 BUTTONS ;144.0;0.42;60.48
16345;2010-08-13 17:13:00;United Kingdom;CARDHOLDER GINGHAM CHRISTMAS TREE;12;2.55;30.599999999999998;CARDHOLDER HOLLY WREATH METAL;8.0;3.75;30.0
17127;2010-08-15 10:08:00;United Kingdom;HOME BUILDING BLOCK WORD;9;5.95;53.550000000000004;PENCIL CASE LIFE IS BEAUTIFUL;12.0;2.95;35.400000000000006
16104;2010-08-15 10:28:00;United Kingdom;DOORMAT MERRY CHRISTMAS RED ;6;7.49;44.94;DOORMAT CHRISTMAS VILLAGE;6.0;7.49;44.94
16290;2010-08-15 10:30:00;United Kingdom;ADVENT CALENDAR GINGHAM SACK;6;5.95;35.7;HEART OF WICKER LARGE;10.0;2.95;29.5
16153;2010-08-15 10:32:00;United Kingdom;SET/10 BLUE SPOTTY PARTY CANDLES;24;1.25;30.0;PACK OF 72 RETRO SPOT CAKE CASES;48.0;0.55;26.400000000000002
13027;2010-08-15 10:33:00;United Kingdom;60 TEATIME FAIRY CAKE CASES;1200;0.4;480.0;PACK OF 72 SKULL CAKE CASES;960.0;0.4;384.0
16782;2010-08-15 10:37:00;United Kingdom;RED RETROSPOT CAKE STAND;1;10.95;10.95;RED HEART SHAPE LOVE BUCKET ;3.0;2.95;8.850000000000001
15898;2010-08-15 10:41:00;United Kingdom;JUMBO BAG CHARLIE AND LOLA TOYS;10;2.95;29.5;JUMBO BAG STRAWBERRY;10.0;1.95;19.5
16326;2010-08-15 10:55:00;United Kingdom;Manual;1;95.0;95.0;GLITTER CHRISTMAS STAR ;10.0;0.85;8.5
17300;2010-08-15 11:02:00;United Kingdom;AGED GLASS SILVER T-LIGHT HOLDER;48;0.65;31.200000000000003;HEART OF WICKER SMALL;12.0;1.65;19.799999999999997
16326;2010-08-15 11:04:00;United Kingdom;Manual;-1;95.0;-95.0;;;;
12748;2010-08-15 11:06:00;United Kingdom;Manual;1;95.0;95.0;;;;
15769;2010-08-15 11:09:00;United Kingdom;JUMBO BAG STRAWBERRY;400;1.65;660.0;JUMBO BAG PINK VINTAGE PAISLEY;200.0;1.65;330.0
15893;2010-08-15 11:12:00;United Kingdom;ANTIQUE SILVER TEA GLASS ENGRAVED;288;1.06;305.28000000000003;;;;
16631;2010-08-15 11:20:00;United Kingdom;COLOUR GLASS. STAR T-LIGHT HOLDER;24;2.75;66.0;DOORMAT RED SPOT;10.0;6.35;63.5
18236;2010-08-15 11:21:00;United Kingdom;WELCOME  WOODEN BLOCK LETTERS;3;9.95;29.849999999999998;TRADITIONAL KNITTING NANCY;12.0;1.45;17.4
18236;2010-08-15 11:22:00;United Kingdom;WELCOME  WOODEN BLOCK LETTERS;3;9.95;29.849999999999998;CHILDS BREAKFAST SET DOLLY GIRL ;2.0;9.95;19.9
17377;2010-08-15 11:24:00;United Kingdom;VINTAGE UNION JACK CUSHION COVER;15;4.95;74.25;HOME BUILDING BLOCK WORD;4.0;5.95;23.8
16043;2010-08-15 11:26:00;United Kingdom;WELCOME  WOODEN BLOCK LETTERS;6;9.95;59.699999999999996;LOVE BUILDING BLOCK WORD;9.0;5.95;53.550000000000004
16841;2010-08-15 11:47:00;United Kingdom;CANDY SPOT BREAD BASKETS;17;4.95;84.15;ASSORTED COLOUR MINI CASES;12.0;6.35;76.19999999999999
15641;2010-08-15 11:50:00;United Kingdom;CARDHOLDER HOLLY WREATH METAL;24;3.39;81.36;WOOLLY HAT SOCK GLOVE ADVENT STRING;12.0;2.95;35.400000000000006
16873;2010-08-15 11:51:00;United Kingdom;RAIN PONCHO WITH RED SPOTS;216;0.65;140.4;WOODEN CROQUET GARDEN SET;6.0;10.95;65.69999999999999
17248;2010-08-15 11:55:00;United Kingdom;PAIR PADDED HANGERS PINK CHECK;8;3.75;30.0;POTTING SHED CANDLE CITRONELLA;6.0;2.95;17.700000000000003
16225;2010-08-15 11:59:00;United Kingdom;BLUE OWL SOFT TOY;6;2.95;17.700000000000003;72 SWEETHEART FAIRY CAKE CASES;24.0;0.55;13.200000000000001
15311;2010-08-15 12:10:00;United Kingdom;CERAMIC CAKE STAND + HANGING CAKES;-3;8.5;-25.5;;;;
15838;2010-08-15 12:20:00;United Kingdom;JUMBO BAG STRAWBERRY;200;1.65;330.0;JUMBO BAG TOYS ;100.0;1.65;165.0
13629;2010-08-15 12:22:00;United Kingdom;JUMBO BAG STRAWBERRY;200;1.65;330.0;JUMBO  BAG BAROQUE BLACK WHITE;100.0;1.65;165.0
17071;2010-08-15 12:23:00;United Kingdom;PINK CREAM FELT CRAFT TRINKET BOX ;24;1.25;30.0;VINTAGE UNION JACK BUNTING;2.0;8.5;17.0
16883;2010-08-15 12:35:00;United Kingdom;BLUE/CREAM STRIPE FRINGE HAMMOCK;1;7.95;7.95;;;;
15311;2010-08-15 12:35:00;United Kingdom;WHITE BAMBOO RIBS LAMPSHADE;-2;0.95;-1.9;WHITE BAMBOO RIBS LAMPSHADE;-5.0;0.64;-3.2
15789;2010-08-15 12:37:00;United Kingdom;ASSORTED COLOUR SILK GLASSES CASE;60;0.38;22.8;HOOK- 5 HANGER - MAGIC TOADSTOOL;12.0;1.65;19.799999999999997
12583;2010-08-15 12:40:00;France;MINI PAINT SET VINTAGE ;108;0.65;70.2;LUNCH BOX I LOVE LONDON;24.0;1.95;46.8
15311;2010-08-15 12:42:00;United Kingdom;JUMBO BAG RED RETROSPOT;120;1.65;198.0;JUMBO BAG PINK WITH WHITE SPOTS;100.0;1.65;165.0
